"PermitNum","StatusCurrent","AppliedDate","IssuedDate","CompletedDate","PermitType","PermitTypeMapped","PermitClass","PermitClassGroup","PermitClassMapped","WorkClass","WorkClassGroup","WorkClassMapped","Description","ApplicantName","ContractorName","HousingUnits","EstProjectCost","TotalSqFt","OriginalAddress","CommunityCode","CommunityName","Latitude","Longitude","LocationCount","LocationTypes","LocationAddresses","LocationsWKT","LocationsGeoJSON","Point"
"BP2006-09915","Completed","2006/06/13","2006/06/13","2006/08/08","Residential Improvement Project","Building","1301 - Private Detached Garage","Garage","Residential","New","New","New","Garage",,,"0","$12,830",,"68 HARVEST GOLD CI NE","HAR","HARVEST HILLS","51.14465290298","-114.06393701234","1","Titled Parcel","68 HARVEST GOLD CI NE","POINT (-114.06393701234225 51.144652902982294)","{""type"":""Point"",""coordinates"":[-114.063937,51.1446529]}","POINT (-114.06393701234225 51.144652902982294)"
"BP2016-14117","Completed","2016/11/17","2016/11/18","2017/01/19","Residential Improvement Project","Building","1110 - Below Grade Suite","Secondary Suites","Residential","Alteration","Improvement","Existing",,,,"1","$200",,"6 HARVEST GROVE CL NE","HAR","HARVEST HILLS","51.15064471125","-114.04540429305","2","Titled Parcel;Building","6 HARVEST GROVE CL NE;6 HARVEST GROVE CL NE","MULTIPOINT (-114.04540429305342 51.1506447112471,-114.0452926765456 51.15054193181743)","{""type"":""MultiPoint"",""coordinates"":[[-114.0454043,51.1506447],[-114.0452927,51.1505419]]}","POINT (-114.04540429305342 51.1506447112471)"
"BP2009-01942","Completed","2009/03/17","2009/03/17","2009/03/24","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev","OCTAGON RENOVATIONS","OCTAGON RENOVATIONS","0","$10,120",,"13 HARVEST PARK CO NE","HAR","HARVEST HILLS","51.15063061065","-114.05657280359","2","Titled Parcel;Building","13 HARVEST PARK CO NE;13 HARVEST PARK CO NE","MULTIPOINT (-114.05657280359426 51.150630610648356,-114.05676249465797 51.150658359452166)","{""type"":""MultiPoint"",""coordinates"":[[-114.0565728,51.1506306],[-114.0567625,51.1506584]]}","POINT (-114.05657280359426 51.150630610648356)"
"BP2000-13316","Completed","2000/12/19","2000/12/20","2002/04/12","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev",,,"0","$5,796",,"161 HARVEST GOLD HT NE","HAR","HARVEST HILLS","51.14536302576","-114.06310942273","1","Titled Parcel","161 HARVEST GOLD HT NE","POINT (-114.06310942272822 51.14536302576484)","{""type"":""Point"",""coordinates"":[-114.0631094,51.145363]}","POINT (-114.06310942272822 51.14536302576484)"
"BP2001-00555","Completed","2001/01/22","2001/01/22","2001/02/01","Residential Improvement Project","Building","1601 - Basement Development","Townhouse","Residential","Alteration","Improvement","Existing","Basement Dev",,,"0","$8,820",,"202 HARVEST GOLD PL NE","HAR","HARVEST HILLS","51.14314151808","-114.06422075732","1","Titled Parcel","202 HARVEST GOLD PL NE","POINT (-114.06422075731582 51.14314151808238)","{""type"":""Point"",""coordinates"":[-114.0642208,51.1431415]}","POINT (-114.06422075731582 51.14314151808238)"
"BP2002-08855","Completed","2002/07/02","2002/07/02","2004/02/10","Residential Improvement Project","Building","1104 - Deck","Single Family","Residential","Alteration","Improvement","Existing","Deck",,,"0","$5,133",,"122 HARVEST GROVE CL NE","HAR","HARVEST HILLS","51.15254631264","-114.0446045753","1","Titled Parcel","122 HARVEST GROVE CL NE","POINT (-114.04460457529765 51.15254631264288)","{""type"":""Point"",""coordinates"":[-114.0446046,51.1525463]}","POINT (-114.04460457529765 51.15254631264288)"
"BP2007-12554","Completed","2007/08/13","2007/08/15","2008/12/08","Residential Improvement Project","Building","1101 - Improvements (Single Family)","Single Family","Residential","Addition","Improvement","Existing",,,,"0","$30,000",,"109 HARVEST GLEN PL NE","HAR","HARVEST HILLS","51.14308947694","-114.05038620991","1","Titled Parcel","109 HARVEST GLEN PL NE","POINT (-114.05038620990518 51.14308947693629)","{""type"":""Point"",""coordinates"":[-114.0503862,51.1430895]}","POINT (-114.05038620990518 51.14308947693629)"
"BP2022-13539","Completed","2022/08/08","2022/08/15","2023/04/03","Residential Improvement Project","Building","1110 - Below Grade Suite","Secondary Suites","Residential","Alteration","Improvement","Existing","Secondary Suite","BLUE HORSE WORLDWIDE","BLUE HORSE WORLDWIDE","1","$65,498",,"154B HARVEST HILLS WY NE","HAR","HARVEST HILLS","51.14955638662","-114.0468911027","3","Titled Parcel;Building;Building Suite","154 HARVEST HILLS WY NE;154 HARVEST HILLS WY NE;154B HARVEST HILLS WY NE","MULTIPOINT (-114.04689110270398 51.14955638662101,-114.04680223703646 51.14945089362897,-114.04674273180046 51.149432794445865)","{""type"":""MultiPoint"",""coordinates"":[[-114.0468911,51.1495564],[-114.0468022,51.1494509],[-114.0467427,51.1494328]]}","POINT (-114.04689110270398 51.14955638662101)"
"BP2001-14631","Completed","2001/12/18","2002/01/10","2002/12/19","Single Construction Permit","Building","1106 - Single Family House","Single Family","Residential","New","New","New","SFD,FIREPLACE,GARAGE,DECK,PORCH,","POINT GREY HOMES","POINT GREY HOMES","1","$132,570","1,820","422 HARVEST GROVE PL NE","HAR","HARVEST HILLS","51.15066384685","-114.04700545614","1","Titled Parcel","422 HARVEST GROVE PL NE","POINT (-114.04700545614341 51.15066384685044)","{""type"":""Point"",""coordinates"":[-114.0470055,51.1506638]}","POINT (-114.04700545614341 51.15066384685044)"
"BP2014-04998","Completed","2014/04/14","2014/04/16","2014/06/04","Residential Improvement Project","Building","1301 - Private Detached Garage","Garage","Residential","New","New","New","Garage","HI-TECH CONSTRUCTION","HI-TECH CONSTRUCTION","0","$25,425",,"80 HARVEST ROSE CI NE","HAR","HARVEST HILLS","51.14278512331","-114.05987063769","1","Titled Parcel","80 HARVEST ROSE CI NE","POINT (-114.05987063769403 51.14278512330947)","{""type"":""Point"",""coordinates"":[-114.0598706,51.1427851]}","POINT (-114.05987063769403 51.14278512330947)"
"BP2006-08814","Completed","2006/05/25","2006/06/15","2006/12/15","Commercial / Multi Family Project","Building","3603 - Cafe","Commercial","Non-Residential","Alteration","Improvement","Existing","Commercial Interior Partition and Business Use Confirmation","TEN REN TEA & GINSENG CO",,"0","$85,000",,"#1000 9650 HARVEST HILLS BV NE","HHB","HARVEST HILLS BUSINESS PARK","51.14137745266","-114.0699929255","2","Titled Parcel;Building","9650 HARVEST HILLS BV NE;#1000 9650 HARVEST HILLS BV NE","MULTIPOINT (-114.06999292549744 51.14137745266247,-114.06861955335687 51.14038816245041)","{""type"":""MultiPoint"",""coordinates"":[[-114.0699929,51.1413775],[-114.0686196,51.1403882]]}","POINT (-114.06999292549744 51.14137745266247)"
"BP2023-21497","Expired","2023/12/14","2023/12/17","2024/12/16","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev","SAVOY DESIGNS",,"0","$33,460",,"221 HARVEST ROSE CI NE","HAR","HARVEST HILLS","51.14176200185","-114.05786821515","2","Titled Parcel;Building","221 HARVEST ROSE CI NE;221 HARVEST ROSE CI NE","MULTIPOINT (-114.05786821515002 51.14176200185281,-114.05787898072015 51.14183442560379)","{""type"":""MultiPoint"",""coordinates"":[[-114.0578682,51.141762],[-114.057879,51.1418344]]}","POINT (-114.05786821515002 51.14176200185281)"
"BP2024-18534","Cancelled","2024/09/03",,"2025/06/02","Residential Improvement Project","Building","1106 - Addition","Single Family","Residential","Addition","Improvement","Existing","Addition",,,"0",,,"93 HARVEST HILLS WY NE","HAR","HARVEST HILLS","51.14880502929","-114.048674925","2","Titled Parcel;Building","93 HARVEST HILLS WY NE;93 HARVEST HILLS WY NE","MULTIPOINT (-114.0486749250028 51.148805029288525,-114.04881039172173 51.14887346439412)","{""type"":""MultiPoint"",""coordinates"":[[-114.0486749,51.148805],[-114.0488104,51.1488735]]}","POINT (-114.0486749250028 51.148805029288525)"
"BP2025-11906","Completed","2025/06/20","2025/06/23","2025/09/05","Residential Improvement Project","Building","1104 - Deck","Single Family","Residential","Alteration","Improvement","Existing","Deck","NATIONAL FENCE & DECK","NATIONAL FENCE & DECK","0","$3,699",,"122 HARVEST OAK RI NE","HAR","HARVEST HILLS","51.15039525509","-114.06147267156","2","Titled Parcel;Building","122 HARVEST OAK RI NE;122 HARVEST OAK RI NE","MULTIPOINT (-114.0614726715646 51.15039525509144,-114.061307785096 51.15041647610798)","{""type"":""MultiPoint"",""coordinates"":[[-114.0614727,51.1503953],[-114.0613078,51.1504165]]}","POINT (-114.0614726715646 51.15039525509144)"
"BP2024-24626","Cancelled","2024/11/24",,"2025/03/30","Residential Improvement Project","Building","1106 - Addition","Single Family","Residential","Addition","Improvement","Existing","Addition","AAA DESIGN",,"0",,,"87 HARVEST GLEN RI NE","HAR","HARVEST HILLS","51.14625093276","-114.05326595169","2","Titled Parcel;Building","87 HARVEST GLEN RI NE;87 HARVEST GLEN RI NE","MULTIPOINT (-114.05326595169153 51.146250932756,-114.05336180338955 51.146359015697584)","{""type"":""MultiPoint"",""coordinates"":[[-114.053266,51.1462509],[-114.0533618,51.146359]]}","POINT (-114.05326595169153 51.146250932756)"
"BP2023-19631","Completed","2023/11/14","2023/12/11","2024/11/20","Residential Improvement Project","Building","1101 - Improvements (Single Family)","Single Family","Residential","Alteration","Improvement","Existing","Improvements","ERIC HOME RENOVATION",,"0","$40,000",,"53 HARVEST GLEN WY NE","HAR","HARVEST HILLS","51.14264469396","-114.05079365587","2","Titled Parcel;Building","53 HARVEST GLEN WY NE;53 HARVEST GLEN WY NE","MULTIPOINT (-114.05079365587031 51.14264469396147,-114.05075022601307 51.14254025386481)","{""type"":""MultiPoint"",""coordinates"":[[-114.0507937,51.1426447],[-114.0507502,51.1425403]]}","POINT (-114.05079365587031 51.14264469396147)"
"BP2024-20691","Completed","2024/09/29","2024/11/01","2024/12/17","Residential Improvement Project","Building","1101 - Improvements (Single Family)","Single Family","Residential","Alteration","Improvement","Existing","Improvements","BROTHERS REMODELLING","BROTHERS REMODELLING","0","$25,100",,"347 HARVEST LAKE DR NE","HAR","HARVEST HILLS","51.14438887721","-114.04719338737","2","Titled Parcel;Building","347 HARVEST LAKE DR NE;347 HARVEST LAKE DR NE","MULTIPOINT (-114.04719338736804 51.144388877207,-114.04728529761393 51.144307700141766)","{""type"":""MultiPoint"",""coordinates"":[[-114.0471934,51.1443889],[-114.0472853,51.1443077]]}","POINT (-114.04719338736804 51.144388877207)"
"BP2025-11867","Completed","2025/06/19","2025/07/05","2025/07/30","Residential Improvement Project","Building","1101 - Improvements (Single Family)","Single Family","Residential","Alteration","Improvement","Existing","Improvements","KTRAN DESIGN AND DRAFTING",,"0","$10,000",,"257 HARVEST HILLS WY NE","HAR","HARVEST HILLS","51.15110844492","-114.04337465812","2","Titled Parcel;Building","257 HARVEST HILLS WY NE;257 HARVEST HILLS WY NE","MULTIPOINT (-114.04337465812085 51.15110844491534,-114.04352183719519 51.15113889185602)","{""type"":""MultiPoint"",""coordinates"":[[-114.0433747,51.1511084],[-114.0435218,51.1511389]]}","POINT (-114.04337465812085 51.15110844491534)"
"BP2020-10425","Cancelled","2020/08/01",,"2025/03/07","Residential Improvement Project","Building","1302 - Private Carport","Garage","Residential","New","New","New","Carport",,,"0",,,"14 HARVEST OAK GA NE","HAR","HARVEST HILLS","51.14703514204","-114.06164098555","2","Titled Parcel;Building","14 HARVEST OAK GA NE;14 HARVEST OAK GA NE","MULTIPOINT (-114.06164098554927 51.14703514203847,-114.06164438433075 51.147140372222566)","{""type"":""MultiPoint"",""coordinates"":[[-114.061641,51.1470351],[-114.0616444,51.1471404]]}","POINT (-114.06164098554927 51.14703514203847)"
"BP2023-20584","Completed","2023/11/29","2023/11/30","2024/11/27","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev","JOHN TRINH & ASSOCIATES",,"0","$38,766",,"121 HARVEST HILLS WY NE","HAR","HARVEST HILLS","51.14930871314","-114.04802553113","2","Titled Parcel;Building","121 HARVEST HILLS WY NE;121 HARVEST HILLS WY NE","MULTIPOINT (-114.04802553113466 51.14930871313574,-114.04816101996332 51.149397896910386)","{""type"":""MultiPoint"",""coordinates"":[[-114.0480255,51.1493087],[-114.048161,51.1493979]]}","POINT (-114.04802553113466 51.14930871313574)"
"BP2024-13948","Completed","2024/07/10","2024/07/15","2024/09/24","Residential Improvement Project","Building","9999 - Unspecified","Unspecified","Residential","Alteration","Improvement","Existing","Secondary Suite","H M CONSTRUCTION CO","H M CONSTRUCTION CO","1",,,"376R HARVEST LAKE DR NE","HAR","HARVEST HILLS","51.14513503451","-114.04789064664","3","Titled Parcel;Building;Building Suite","376 HARVEST LAKE DR NE;376 HARVEST LAKE DR NE;376R HARVEST LAKE DR NE","MULTIPOINT (-114.04789064663906 51.14513503451049,-114.04777029013769 51.145210928799045,-114.04769861300574 51.14524775239409)","{""type"":""MultiPoint"",""coordinates"":[[-114.0478906,51.145135],[-114.0477703,51.1452109],[-114.0476986,51.1452478]]}","POINT (-114.04789064663906 51.14513503451049)"
"BP2024-26405","Issued Permit","2024/12/25","2025/01/07",,"Residential Improvement Project","Building","9999 - Unspecified","Unspecified","Residential","Alteration","Improvement","Existing","Secondary Suite",,,"1",,,"11111 HARVEST HILLS GA NE","HAR","HARVEST HILLS","51.15148405975","-114.04833970188","2","Titled Parcel;Building","11111 HARVEST HILLS GA NE;11111 HARVEST HILLS GA NE","MULTIPOINT (-114.04833970187887 51.15148405974715,-114.04852444088738 51.1515069875643)","{""type"":""MultiPoint"",""coordinates"":[[-114.0483397,51.1514841],[-114.0485244,51.151507]]}","POINT (-114.04833970187887 51.15148405974715)"
"BP2024-24643","Completed","2024/11/25","2024/12/03","2024/12/09","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev","SILVA BUILDING SOLUTIONS","SILVA BUILDING SOLUTIONS","0","$31,070",,"157 HARVEST HILLS WY NE","HAR","HARVEST HILLS","51.14975864541","-114.04690748731","2","Titled Parcel;Building","157 HARVEST HILLS WY NE;157 HARVEST HILLS WY NE","MULTIPOINT (-114.04690748731205 51.1497586454092,-114.04696769574664 51.149863556514205)","{""type"":""MultiPoint"",""coordinates"":[[-114.0469075,51.1497586],[-114.0469677,51.1498636]]}","POINT (-114.04690748731205 51.1497586454092)"
"BP2024-11035","Completed","2024/06/05","2024/06/18","2024/07/17","Residential Improvement Project","Building","1301 - Private Detached Garage","Garage","Residential","New","New","New","Garage",,"BRAVEHOMES","0","$42,434",,"201 HARVEST GOLD CI NE","HAR","HARVEST HILLS","51.14390129444","-114.06439351991","2","Titled Parcel;Building","201 HARVEST GOLD CI NE;201 HARVEST GOLD CI NE","MULTIPOINT (-114.0643935199089 51.14390129444391,-114.06434127871778 51.14399906690452)","{""type"":""MultiPoint"",""coordinates"":[[-114.0643935,51.1439013],[-114.0643413,51.1439991]]}","POINT (-114.0643935199089 51.14390129444391)"
"BP2025-00133","Completed","2025/01/03","2025/01/04","2025/01/28","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev","KAVALEER HOMES AND RENOVATIONS","KAVALEER HOMES AND RENOVATIONS","0","$23,183",,"276 HARVEST ROSE CI NE","HAR","HARVEST HILLS","51.14160850569","-114.05600091809","2","Titled Parcel;Building","276 HARVEST ROSE CI NE;276 HARVEST ROSE CI NE","MULTIPOINT (-114.05600091808657 51.14160850568562,-114.05584203808763 51.14157403467424)","{""type"":""MultiPoint"",""coordinates"":[[-114.0560009,51.1416085],[-114.055842,51.141574]]}","POINT (-114.05600091808657 51.14160850568562)"
"BP2025-17181","Issued Permit","2025/09/03","2025/09/24",,"Residential Improvement Project","Building","1104 - Deck","Single Family","Residential","Alteration","Improvement","Existing","Deck","WORKRIGHT HANDYMAN SOLUTIONS","WORKRIGHT HANDYMAN SOLUTIONS","0","$2,055",,"335 HARVEST LAKE GR NE","HAR","HARVEST HILLS","51.15051208058","-114.04796989317","2","Titled Parcel;Building","335 HARVEST LAKE GR NE;335 HARVEST LAKE GR NE","MULTIPOINT (-114.04796989316982 51.15051208058306,-114.04776020182038 51.150516202704495)","{""type"":""MultiPoint"",""coordinates"":[[-114.0479699,51.1505121],[-114.0477602,51.1505162]]}","POINT (-114.04796989316982 51.15051208058306)"
"BP2025-03916","Completed","2025/03/07","2025/05/14","2025/07/23","Residential Improvement Project","Building","1110 - Below Grade Suite","Secondary Suites","Residential","Alteration","Improvement","Existing","Secondary Suite",,"ARK CONSTRUCTION","1","$77,549",,"238B HARVEST HILLS CO NE","HAR","HARVEST HILLS","51.14838281424","-114.04796102553","3","Titled Parcel;Building;Building Suite","238 HARVEST HILLS CO NE;238 HARVEST HILLS CO NE;238B HARVEST HILLS CO NE","MULTIPOINT (-114.04796102552805 51.14838281424363,-114.04803823964942 51.148278242808196,-114.04801069471011 51.148247545733646)","{""type"":""MultiPoint"",""coordinates"":[[-114.047961,51.1483828],[-114.0480382,51.1482782],[-114.0480107,51.1482475]]}","POINT (-114.04796102552805 51.14838281424363)"
"BP2024-25072","Completed","2024/12/01","2024/12/09","2025/04/23","Residential Improvement Project","Building","1110 - Below Grade Suite","Secondary Suites","Residential","Alteration","Improvement","Existing","Secondary Suite","H M CONSTRUCTION CO","H M CONSTRUCTION CO","1","$68,117",,"293B HARVEST HILLS WY NE","HAR","HARVEST HILLS","51.1519266682","-114.04290505001","3","Titled Parcel;Building;Building Suite","293 HARVEST HILLS WY NE;293 HARVEST HILLS WY NE;293B HARVEST HILLS WY NE","MULTIPOINT (-114.0429050500139 51.15192666820315,-114.04306625678157 51.15194533423323,-114.04309961895366 51.151915503549176)","{""type"":""MultiPoint"",""coordinates"":[[-114.0429051,51.1519267],[-114.0430663,51.1519453],[-114.0430996,51.1519155]]}","POINT (-114.0429050500139 51.15192666820315)"
"BP2025-07948","Issued Permit","2025/04/30","2025/05/02",,"Residential Improvement Project","Building","1101 - Improvements (Single Family)","Single Family","Residential","Alteration","Improvement","Existing","Improvements","SEVEN DAY PERMITS","MAXGREEN WINDOWS SIDING AND ROOFING","0","$5,000",,"138 HARVEST CREEK CL NE","HAR","HARVEST HILLS","51.14664922453","-114.04441858311","2","Titled Parcel;Building","138 HARVEST CREEK CL NE;138 HARVEST CREEK CL NE","MULTIPOINT (-114.04441858311071 51.146649224533036,-114.04440051630465 51.14675172154772)","{""type"":""MultiPoint"",""coordinates"":[[-114.0444186,51.1466492],[-114.0444005,51.1467517]]}","POINT (-114.04441858311071 51.146649224533036)"
"BP2024-25177","Completed","2024/12/03","2024/12/18","2025/06/30","Residential Improvement Project","Building","1116 - Repair After Fire","Single Family","Residential","Repair","Improvement","Existing","Repair",,,"0","$10,000",,"121 HARVEST OAK WY NE","HAR","HARVEST HILLS","51.1538663117","-114.05817670022","2","Titled Parcel;Building","121 HARVEST OAK WY NE;121 HARVEST OAK WY NE","MULTIPOINT (-114.05817670021786 51.15386631170362,-114.05815024372987 51.153754296894746)","{""type"":""MultiPoint"",""coordinates"":[[-114.0581767,51.1538663],[-114.0581502,51.1537543]]}","POINT (-114.05817670021786 51.15386631170362)"
"BP2025-07594","Completed","2025/04/26","2025/06/19","2025/10/24","Residential Improvement Project","Building","1110 - Below Grade Suite","Secondary Suites","Residential","Alteration","Improvement","Existing","Secondary Suite","KSQUARE DESIGN STUDIO",,"1","$81,967",,"348B HARVEST ROSE CI NE","HAR","HARVEST HILLS","51.14235623822","-114.05597105494","3","Titled Parcel;Building;Building Suite","348 HARVEST ROSE CI NE;348 HARVEST ROSE CI NE;348B HARVEST ROSE CI NE","MULTIPOINT (-114.05597105493834 51.1423562382155,-114.05581691465834 51.14234360959262,-114.05583670798447 51.14232052388585)","{""type"":""MultiPoint"",""coordinates"":[[-114.0559711,51.1423562],[-114.0558169,51.1423436],[-114.0558367,51.1423205]]}","POINT (-114.05597105493834 51.1423562382155)"
"BP2024-14859","Completed","2024/07/22","2024/07/30","2025/02/19","Residential Improvement Project","Building","9999 - Unspecified","Unspecified","Residential","New","New","New","Secondary Suite",,,"1",,,"134R HARVEST OAK RI NE","HAR","HARVEST HILLS","51.15009036767","-114.06134613013","3","Titled Parcel;Building;Building Suite","134 HARVEST OAK RI NE;134 HARVEST OAK RI NE;134R HARVEST OAK RI NE","MULTIPOINT (-114.06134613012865 51.15009036767453,-114.06117769478351 51.15009682949422,-114.06107797522817 51.150110114254275)","{""type"":""MultiPoint"",""coordinates"":[[-114.0613461,51.1500904],[-114.0611777,51.1500968],[-114.061078,51.1501101]]}","POINT (-114.06134613012865 51.15009036767453)"
"BP2024-13790","Completed","2024/07/08","2024/07/22","2025/01/20","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev",,,"0","$39,531",,"1112 HARVEST HILLS DR NE","HAR","HARVEST HILLS","51.14646769397","-114.04878362937","2","Titled Parcel;Building","1112 HARVEST HILLS DR NE;1112 HARVEST HILLS DR NE","MULTIPOINT (-114.0487836293749 51.146467693970465,-114.04870676382673 51.14636939801501)","{""type"":""MultiPoint"",""coordinates"":[[-114.0487836,51.1464677],[-114.0487068,51.1463694]]}","POINT (-114.0487836293749 51.146467693970465)"
"BP2024-14955","Completed","2024/07/23","2024/10/24","2025/05/09","Residential Improvement Project","Building","1110 - Below Grade Suite","Secondary Suites","Residential","Alteration","Improvement","Existing","Secondary Suite","LITTLE LEAF INTERIORS","LITTLE LEAF INTERIORS","1","$48,817",,"321B HARVEST HILLS WY NE","HAR","HARVEST HILLS","51.15256052033","-114.0426672023","3","Titled Parcel;Building;Building Suite","321 HARVEST HILLS WY NE;321 HARVEST HILLS WY NE;321B HARVEST HILLS WY NE","MULTIPOINT (-114.0426672023008 51.152560520330425,-114.04281521611156 51.15259263091851,-114.04281769292864 51.15262782416584)","{""type"":""MultiPoint"",""coordinates"":[[-114.0426672,51.1525605],[-114.0428152,51.1525926],[-114.0428177,51.1526278]]}","POINT (-114.0426672023008 51.152560520330425)"
"BP2021-02658","Cancelled","2021/02/22",,"2025/03/08","Residential Improvement Project","Building","1101 - Basement Development","Single Family","Residential","Alteration","Improvement","Existing","Basement Dev",,,"0",,,"301 HARVEST HILLS WY NE","HAR","HARVEST HILLS","51.15211098549","-114.04282004479","2","Titled Parcel;Building","301 HARVEST HILLS WY NE;301 HARVEST HILLS WY NE","MULTIPOINT (-114.04282004478502 51.15211098548869,-114.04298163652894 51.15212797044482)","{""type"":""MultiPoint"",""coordinates"":[[-114.04282,51.152111],[-114.0429816,51.152128]]}","POINT (-114.04282004478502 51.15211098548869)"
"BP2025-20892","Issued Permit","2025/10/26","2025/11/06",,"Residential Improvement Project","Building","1101 - Improvements (Single Family)","Single Family","Residential","Alteration","Improvement","Existing","Improvements",,"URBAN RENU","0","$48,000",,"13 HARVEST OAK VW NE","HAR","HARVEST HILLS","51.14853390774","-114.06128896874","2","Titled Parcel;Building","13 HARVEST OAK VW NE;13 HARVEST OAK VW NE","MULTIPOINT (-114.06128896874009 51.1485339077425,-114.06145240676653 51.14854633547949)","{""type"":""MultiPoint"",""coordinates"":[[-114.061289,51.1485339],[-114.0614524,51.1485463]]}","POINT (-114.06128896874009 51.1485339077425)"
"BP2024-15215","Cancelled","2024/07/25",,"2024/08/14","Residential Improvement Project","Building","1110 - Below Grade Suite","Secondary Suites","Residential","Alteration","Improvement","Existing","Secondary Suite",,"ARK CONSTRUCTION","1",,,"145 HARVEST HILLS WY NE","HAR","HARVEST HILLS","51.14965960522","-114.04729219577","2","Titled Parcel;Building","145 HARVEST HILLS WY NE;145 HARVEST HILLS WY NE","MULTIPOINT (-114.04729219576846 51.14965960521944,-114.04739091275526 51.14975303882978)","{""type"":""MultiPoint"",""coordinates"":[[-114.0472922,51.1496596],[-114.0473909,51.149753]]}","POINT (-114.04729219576846 51.14965960521944)"
"BP2025-17746","Issued Permit","2025/09/11","2025/09/29",,"Residential Improvement Project","Building","1106 - Addition","Single Family","Residential","Addition","Improvement","Existing","Addition","SEVEN DAY PERMITS","HEARTBEAT CONSTRUCTION","0","$25,038",,"88 HARVEST OAK DR NE","HAR","HARVEST HILLS","51.15156414616","-114.05983475661","2","Titled Parcel;Building","88 HARVEST OAK DR NE;88 HARVEST OAK DR NE","MULTIPOINT (-114.05983475661289 51.15156414616184,-114.05969654160346 51.151666509083135)","{""type"":""MultiPoint"",""coordinates"":[[-114.0598348,51.1515641],[-114.0596965,51.1516665]]}","POINT (-114.05983475661289 51.15156414616184)"
"BP2025-04130","Completed","2025/03/11","2025/04/10","2025/12/01","Residential Improvement Project","Building","1110 - Below Grade Suite","Secondary Suites","Residential","New","New","New","Secondary Suite",,,"1","$61,131",,"121B HARVEST OAK WY NE","HAR","HARVEST HILLS","51.1538663117","-114.05817670022","3","Titled Parcel;Building;Building Suite","121 HARVEST OAK WY NE;121 HARVEST OAK WY NE;121B HARVEST OAK WY NE","MULTIPOINT (-114.05817670021786 51.15386631170362,-114.05815024372987 51.153754296894746,-114.05813414107678 51.15377117831273)","{""type"":""MultiPoint"",""coordinates"":[[-114.0581767,51.1538663],[-114.0581502,51.1537543],[-114.0581341,51.1537712]]}","POINT (-114.05817670021786 51.15386631170362)"
"BP2025-01548","Hold","2025/01/28",,,"Residential Improvement Project","Building","1101 - Improvements (Single Family)","Single Family","Residential","Alteration","Improvement","Existing","Improvements",,,"0","$3,000",,"504 HARVEST HILLS DR NE","HAR","HARVEST HILLS","51.14672749261","-114.06069389986","2","Titled Parcel;Building","504 HARVEST HILLS DR NE;504 HARVEST HILLS DR NE","MULTIPOINT (-114.06069389986048 51.1467274926054,-114.06088309890183 51.146728302227636)","{""type"":""MultiPoint"",""coordinates"":[[-114.0606939,51.1467275],[-114.0608831,51.1467283]]}","POINT (-114.06069389986048 51.1467274926054)"
"BP2025-07898","Issued Permit","2025/04/30","2025/05/17",,"Residential Improvement Project","Building","1101 - Improvements (Single Family)","Single Family","Residential","Alteration","Improvement","Existing","Improvements","DYNAMIC CORPS","DYNAMIC CORPS","0","$10,000",,"47 HARVEST PARK CI NE","HAR","HARVEST HILLS","51.14429820068","-114.05552442842","2","Titled Parcel;Building","47 HARVEST PARK CI NE;47 HARVEST PARK CI NE","MULTIPOINT (-114.05552442842081 51.14429820068338,-114.05551355422143 51.144406656136695)","{""type"":""MultiPoint"",""coordinates"":[[-114.0555244,51.1442982],[-114.0555136,51.1444067]]}","POINT (-114.05552442842081 51.14429820068338)"
"BP2025-12328","Issued Permit","2025/06/25","2025/07/29",,"Residential Improvement Project","Building","1201 - Private Swimming Pool","Swimming Pool","Residential","Alteration","Improvement","Existing","Private Swimming Pool","OASIS POOLS & SPAS","OASIS POOLS & SPAS","0","$97,183",,"89 HARVEST HILLS MR NE","HAR","HARVEST HILLS","51.15318962792","-114.04310919645","2","Titled Parcel;Building","89 HARVEST HILLS MR NE;89 HARVEST HILLS MR NE","MULTIPOINT (-114.04310919645256 51.153189627922956,-114.04312948462567 51.15311826126998)","{""type"":""MultiPoint"",""coordinates"":[[-114.0431092,51.1531896],[-114.0431295,51.1531183]]}","POINT (-114.04310919645256 51.153189627922956)"
